x,y,z,label,source
0.282314,1.153911,-0.3522127,0,HeadPositionNS
0.2822965,1.153922,-0.3522141,0,HeadPositionNS
0.2823041,1.153922,-0.3522139,0,HeadPositionNS
0.282311,1.153938,-0.3522096,0,HeadPositionNS
0.2823108,1.153949,-0.352199,0,HeadPositionNS
0.282309,1.153963,-0.3521958,0,HeadPositionNS
0.2823021,1.153961,-0.3521954,0,HeadPositionNS
0.2822626,1.153956,-0.3521946,0,HeadPositionNS
0.2821876,1.153936,-0.3521975,0,HeadPositionNS
0.2821437,1.153918,-0.3522069,0,HeadPositionNS
0.2821462,1.153886,-0.3522063,0,HeadPositionNS
0.2821452,1.153865,-0.3522123,0,HeadPositionNS
0.2821547,1.153859,-0.3522156,0,HeadPositionNS
0.2821628,1.153849,-0.3522218,0,HeadPositionNS
0.282175,1.153843,-0.3522256,0,HeadPositionNS
0.2821771,1.15385,-0.3522314,0,HeadPositionNS
0.2821871,1.153863,-0.3522539,0,HeadPositionNS
0.2821952,1.153861,-0.3522704,0,HeadPositionNS
0.2821891,1.153918,-0.3522657,0,HeadPositionNS
0.2821555,1.153988,-0.3522544,0,HeadPositionNS
0.2821589,1.154019,-0.3522621,0,HeadPositionNS
0.2821722,1.154023,-0.352279,0,HeadPositionNS
0.2822549,1.154,-0.3522792,0,HeadPositionNS
0.2823061,1.153985,-0.3522802,0,HeadPositionNS
0.2823393,1.153981,-0.3522953,0,HeadPositionNS
0.2823685,1.153992,-0.3523175,0,HeadPositionNS
0.2823845,1.154008,-0.3523269,0,HeadPositionNS
0.2823716,1.154034,-0.3523208,0,HeadPositionNS
0.2823426,1.154052,-0.3523058,0,HeadPositionNS
0.2823499,1.154024,-0.3523136,0,HeadPositionNS
0.282365,1.154021,-0.3523107,0,HeadPositionNS
0.2823949,1.154035,-0.3522833,0,HeadPositionNS
0.2824321,1.154073,-0.3522522,0,HeadPositionNS
0.2824505,1.154092,-0.3522351,0,HeadPositionNS
0.2824678,1.15409,-0.3522394,0,HeadPositionNS
0.2824891,1.154072,-0.3522456,0,HeadPositionNS
0.2824687,1.15406,-0.3522915,0,HeadPositionNS
0.2824314,1.15403,-0.3523265,0,HeadPositionNS
0.2824074,1.153995,-0.3523549,0,HeadPositionNS
0.2823675,1.153965,-0.3523751,0,HeadPositionNS
0.28233,1.153947,-0.3523869,0,HeadPositionNS
0.2822723,1.153962,-0.3523784,0,HeadPositionNS
0.2822311,1.15397,-0.3523611,0,HeadPositionNS
0.2822013,1.153993,-0.3523573,0,HeadPositionNS
0.2821924,1.154012,-0.3523655,0,HeadPositionNS
0.2821962,1.154038,-0.3523815,0,HeadPositionNS
0.2821858,1.154051,-0.3523995,0,HeadPositionNS
0.2821954,1.154062,-0.3524247,0,HeadPositionNS
0.2822241,1.154046,-0.3524481,0,HeadPositionNS
0.2822679,1.15405,-0.3524718,0,HeadPositionNS
0.2822943,1.154063,-0.3524729,0,HeadPositionNS
0.2823189,1.154066,-0.3524573,0,HeadPositionNS
0.2823244,1.154066,-0.3524318,0,HeadPositionNS
0.2823431,1.154071,-0.3524316,0,HeadPositionNS
0.2823652,1.154066,-0.3524338,0,HeadPositionNS
0.2823786,1.154051,-0.352437,0,HeadPositionNS
0.2823842,1.154042,-0.3524526,0,HeadPositionNS
0.2823792,1.154036,-0.3524579,0,HeadPositionNS
0.2823723,1.154021,-0.3524576,0,HeadPositionNS
0.2823633,1.154009,-0.3524498,0,HeadPositionNS
0.2823772,1.153997,-0.3524085,0,HeadPositionNS
0.2823889,1.153978,-0.3523725,0,HeadPositionNS
0.2824278,1.153974,-0.3523238,0,HeadPositionNS
0.2824399,1.153965,-0.3523031,0,HeadPositionNS
0.2824629,1.15395,-0.3522729,0,HeadPositionNS
0.282492,1.153935,-0.3522502,0,HeadPositionNS
0.2824997,1.153952,-0.352202,0,HeadPositionNS
0.2824842,1.153961,-0.3521512,0,HeadPositionNS
0.2824603,1.153964,-0.3520983,0,HeadPositionNS
0.2824624,1.153948,-0.3520611,0,HeadPositionNS
0.2824538,1.153942,-0.352031,0,HeadPositionNS
0.2824645,1.153936,-0.3519955,0,HeadPositionNS
0.2824576,1.153934,-0.3519633,0,HeadPositionNS
0.2824293,1.153913,-0.3519378,0,HeadPositionNS
0.2823846,1.153908,-0.3519237,0,HeadPositionNS
0.2823294,1.15391,-0.3519122,0,HeadPositionNS
0.2822704,1.153943,-0.3519104,0,HeadPositionNS
0.2822634,1.153961,-0.3519,0,HeadPositionNS
0.28226,1.153972,-0.3518939,0,HeadPositionNS
0.2822785,1.15398,-0.3519026,0,HeadPositionNS
0.2822983,1.153978,-0.3519197,0,HeadPositionNS
0.2823114,1.15398,-0.3519388,0,HeadPositionNS
0.282345,1.153982,-0.3519488,0,HeadPositionNS
0.2823645,1.153991,-0.3519649,0,HeadPositionNS
0.2823503,1.154006,-0.3519808,0,HeadPositionNS
0.2823247,1.154026,-0.3519984,0,HeadPositionNS
0.2823182,1.154023,-0.3520131,0,HeadPositionNS
0.2823215,1.154033,-0.3520296,0,HeadPositionNS
0.2823227,1.154039,-0.35205,0,HeadPositionNS
0.2823175,1.154042,-0.3520604,0,HeadPositionNS
0.2823098,1.154031,-0.352078,0,HeadPositionNS
0.2822996,1.154015,-0.3520951,0,HeadPositionNS
0.2822988,1.153985,-0.3520887,0,HeadPositionNS
0.2822994,1.153991,-0.3520766,0,HeadPositionNS
0.2822767,1.154043,-0.3520562,0,HeadPositionNS
0.2822579,1.154077,-0.3520354,0,HeadPositionNS
0.2822532,1.154073,-0.3520285,0,HeadPositionNS
0.2822882,1.154064,-0.3520306,0,HeadPositionNS
0.2823198,1.15406,-0.3520394,0,HeadPositionNS
0.2823475,1.154001,-0.3520491,0,HeadPositionNS
0.2823485,1.153938,-0.3520551,0,HeadPositionNS
0.2823468,1.153904,-0.3520599,0,HeadPositionNS
0.2823405,1.153888,-0.3520556,0,HeadPositionNS
0.2823325,1.153867,-0.3520437,0,HeadPositionNS
0.2823317,1.153848,-0.352021,0,HeadPositionNS
0.2823299,1.153836,-0.3519992,0,HeadPositionNS
0.282325,1.153819,-0.3519934,0,HeadPositionNS
0.2823212,1.1538,-0.3519846,0,HeadPositionNS
0.2823462,1.1538,-0.3520022,0,HeadPositionNS
0.2823701,1.153792,-0.3520206,0,HeadPositionNS
0.2824158,1.153772,-0.3520377,0,HeadPositionNS
0.282466,1.153775,-0.3520393,0,HeadPositionNS
0.2825041,1.15379,-0.35202,0,HeadPositionNS
0.2825409,1.15381,-0.3519771,0,HeadPositionNS
0.2825529,1.153823,-0.3519263,0,HeadPositionNS
0.2825848,1.153832,-0.3518986,0,HeadPositionNS
0.2825965,1.153826,-0.3518603,0,HeadPositionNS
0.2826159,1.153832,-0.3518324,0,HeadPositionNS
0.2826144,1.153852,-0.3518404,0,HeadPositionNS
0.2826121,1.153859,-0.3518408,0,HeadPositionNS
0.2826078,1.153846,-0.3518194,0,HeadPositionNS
0.2825963,1.153826,-0.3517863,0,HeadPositionNS
0.2825922,1.153815,-0.3517492,0,HeadPositionNS
0.2825457,1.15382,-0.3517049,0,HeadPositionNS
0.2825007,1.153838,-0.3516482,0,HeadPositionNS
0.2824948,1.153839,-0.3516032,0,HeadPositionNS
0.2824921,1.153836,-0.3515561,0,HeadPositionNS
0.2824891,1.153831,-0.3515356,0,HeadPositionNS
0.2824932,1.153809,-0.3515501,0,HeadPositionNS
0.2824973,1.153792,-0.3515453,0,HeadPositionNS
0.2824713,1.153785,-0.3515159,0,HeadPositionNS
0.2824382,1.153773,-0.3514873,0,HeadPositionNS
0.2824024,1.153756,-0.3514664,0,HeadPositionNS
0.2823514,1.153715,-0.3514689,0,HeadPositionNS
0.2822862,1.153691,-0.3514717,0,HeadPositionNS
0.2822492,1.153675,-0.351456,0,HeadPositionNS
0.2821974,1.153657,-0.3514574,0,HeadPositionNS
0.2821426,1.153633,-0.351476,0,HeadPositionNS
0.2820988,1.153621,-0.3515048,0,HeadPositionNS
0.2820747,1.153613,-0.3515093,0,HeadPositionNS
0.2820519,1.153623,-0.3515086,0,HeadPositionNS
0.2820448,1.153645,-0.3515153,0,HeadPositionNS
0.2820473,1.153681,-0.3515274,0,HeadPositionNS
0.2820371,1.153695,-0.351534,0,HeadPositionNS
0.2820185,1.1537,-0.3515363,0,HeadPositionNS
0.2820156,1.153709,-0.3515329,0,HeadPositionNS
0.282018,1.153723,-0.3515471,0,HeadPositionNS
0.2820268,1.153711,-0.3515626,0,HeadPositionNS
0.2820431,1.153685,-0.3515908,0,HeadPositionNS
0.2820577,1.153671,-0.3516056,0,HeadPositionNS
0.2820661,1.153678,-0.3516209,0,HeadPositionNS
0.2820729,1.153701,-0.3516318,0,HeadPositionNS
0.2820843,1.153713,-0.3516317,0,HeadPositionNS
0.2820752,1.15375,-0.3516333,0,HeadPositionNS
0.2820784,1.153784,-0.3516358,0,HeadPositionNS
0.282083,1.153787,-0.3516377,0,HeadPositionNS
0.2820932,1.153773,-0.3516464,0,HeadPositionNS
0.282116,1.153783,-0.3516513,0,HeadPositionNS
0.2821202,1.153828,-0.3516571,0,HeadPositionNS
0.2821223,1.153866,-0.3516574,0,HeadPositionNS
0.2821179,1.153875,-0.3516705,0,HeadPositionNS
0.2820964,1.153859,-0.3516824,0,HeadPositionNS
0.2820669,1.153844,-0.3517027,0,HeadPositionNS
0.2820722,1.153803,-0.3517208,0,HeadPositionNS
0.2820896,1.153778,-0.3517362,0,HeadPositionNS
0.2820851,1.153741,-0.3517744,0,HeadPositionNS
0.2820896,1.153708,-0.3518158,0,HeadPositionNS
0.2820824,1.153681,-0.3518488,0,HeadPositionNS
0.2820561,1.153682,-0.3518645,0,HeadPositionNS
0.2820187,1.153682,-0.3518763,0,HeadPositionNS
0.2819884,1.153684,-0.3518951,0,HeadPositionNS
0.281945,1.153697,-0.3519051,0,HeadPositionNS
0.2818965,1.153732,-0.3519284,0,HeadPositionNS
0.2818781,1.153759,-0.351947,0,HeadPositionNS
0.2818736,1.153762,-0.3519622,0,HeadPositionNS
0.2818704,1.153787,-0.3519827,0,HeadPositionNS
0.2818836,1.153799,-0.3519908,0,HeadPositionNS
0.2818921,1.153816,-0.3519955,0,HeadPositionNS
0.2818893,1.153833,-0.3519849,0,HeadPositionNS
0.2819012,1.153844,-0.3519773,0,HeadPositionNS
0.2819091,1.153867,-0.3519623,0,HeadPositionNS
0.2819152,1.153866,-0.3519539,0,HeadPositionNS
0.2819058,1.153823,-0.3519281,0,HeadPositionNS
0.2818862,1.153788,-0.3519093,0,HeadPositionNS
0.2818706,1.153754,-0.3518917,0,HeadPositionNS
0.2818871,1.1537,-0.3519,0,HeadPositionNS
0.2818976,1.153664,-0.3519025,0,HeadPositionNS
0.2818821,1.153654,-0.3518727,0,HeadPositionNS
0.2818448,1.15367,-0.3518294,0,HeadPositionNS
0.2818193,1.153682,-0.3517909,0,HeadPositionNS
0.2818143,1.153703,-0.3517533,0,HeadPositionNS
0.2818092,1.153723,-0.3517151,0,HeadPositionNS
0.2817808,1.15372,-0.3516829,0,HeadPositionNS
0.2817538,1.153719,-0.3516536,0,HeadPositionNS
0.2817355,1.153679,-0.3516593,0,HeadPositionNS
0.2817326,1.153616,-0.3516982,0,HeadPositionNS
0.2817094,1.153564,-0.3517151,0,HeadPositionNS
0.2816777,1.153565,-0.3517025,0,HeadPositionNS
0.2816519,1.153559,-0.3516908,0,HeadPositionNS
0.2816442,1.153564,-0.3516549,0,HeadPositionNS
0.2816354,1.15358,-0.3516097,0,HeadPositionNS
0.2816155,1.153586,-0.3515872,0,HeadPositionNS
0.2815862,1.15359,-0.3515898,0,HeadPositionNS
0.2815704,1.153596,-0.3515933,0,HeadPositionNS
0.2815437,1.153609,-0.3516183,0,HeadPositionNS
0.2815345,1.153629,-0.3516601,0,HeadPositionNS
0.2815299,1.153638,-0.3516957,0,HeadPositionNS
0.2815155,1.153613,-0.351701,0,HeadPositionNS
0.2815058,1.153589,-0.3517031,0,HeadPositionNS
0.2815106,1.153546,-0.351707,0,HeadPositionNS
0.2815442,1.153517,-0.3517031,0,HeadPositionNS
0.2815406,1.1535,-0.3516939,0,HeadPositionNS
0.2815385,1.153483,-0.3516843,0,HeadPositionNS
0.2815363,1.153464,-0.3516768,0,HeadPositionNS
0.2815636,1.153465,-0.3517319,0,HeadPositionNS
0.281587,1.153463,-0.3517445,0,HeadPositionNS
0.2816296,1.153477,-0.351729,0,HeadPositionNS
0.281671,1.153502,-0.3517103,0,HeadPositionNS
0.2817118,1.153541,-0.3516904,0,HeadPositionNS
0.281746,1.153576,-0.3516635,0,HeadPositionNS
0.2818051,1.153592,-0.3516486,0,HeadPositionNS
0.281847,1.153583,-0.3516657,0,HeadPositionNS
0.2818864,1.153551,-0.3516811,0,HeadPositionNS
0.2819192,1.153524,-0.3517242,0,HeadPositionNS
0.2819091,1.153479,-0.3518329,0,HeadPositionNS
0.2819162,1.153455,-0.3518881,0,HeadPositionNS
0.2819217,1.153442,-0.3519008,0,HeadPositionNS
0.2819121,1.153458,-0.3519205,0,HeadPositionNS
0.2819157,1.153491,-0.3519195,0,HeadPositionNS
0.2819228,1.153513,-0.3519253,0,HeadPositionNS
0.2819303,1.153542,-0.3519409,0,HeadPositionNS
0.2819385,1.153563,-0.3519621,0,HeadPositionNS
0.2819649,1.153589,-0.351993,0,HeadPositionNS
0.2820014,1.153581,-0.352009,0,HeadPositionNS
0.2820536,1.153559,-0.3520196,0,HeadPositionNS
0.2820925,1.153558,-0.3520634,0,HeadPositionNS
0.2821594,1.15354,-0.3521505,0,HeadPositionNS
0.2822016,1.153534,-0.3521804,0,HeadPositionNS
0.2822391,1.153527,-0.3521658,0,HeadPositionNS
0.2822718,1.15353,-0.3521585,0,HeadPositionNS
0.2823153,1.153524,-0.3521536,0,HeadPositionNS
0.2823482,1.15351,-0.3521415,0,HeadPositionNS
0.282364,1.15349,-0.3520986,0,HeadPositionNS
0.2823905,1.153481,-0.3520599,0,HeadPositionNS
0.2823998,1.153475,-0.3520127,0,HeadPositionNS
0.2824092,1.153468,-0.352002,0,HeadPositionNS
0.2824097,1.153474,-0.3519893,0,HeadPositionNS
0.2824182,1.153476,-0.3519731,0,HeadPositionNS
0.2824014,1.153504,-0.3519557,0,HeadPositionNS
0.2823952,1.153544,-0.351964,0,HeadPositionNS
0.2823803,1.153629,-0.3520046,0,HeadPositionNS
0.2823621,1.153678,-0.3520402,0,HeadPositionNS
0.2823455,1.153693,-0.3520362,0,HeadPositionNS
0.282321,1.153688,-0.3520334,0,HeadPositionNS
0.2822923,1.153681,-0.3520275,0,HeadPositionNS
0.2822711,1.153682,-0.352018,0,HeadPositionNS
0.2822462,1.153678,-0.3520185,0,HeadPositionNS
0.2822142,1.153608,-0.3520049,0,HeadPositionNS
0.2821855,1.153522,-0.3519914,0,HeadPositionNS
0.2821588,1.153495,-0.351988,0,HeadPositionNS
0.2821494,1.153484,-0.3519881,0,HeadPositionNS
0.2821387,1.153494,-0.3519904,0,HeadPositionNS
0.2821343,1.153489,-0.3519971,0,HeadPositionNS
0.2821407,1.153496,-0.352007,0,HeadPositionNS
0.2821218,1.153498,-0.3520335,0,HeadPositionNS
0.2821132,1.153498,-0.3520728,0,HeadPositionNS
0.2821149,1.153494,-0.3521036,0,HeadPositionNS
0.2821288,1.153505,-0.3521223,0,HeadPositionNS
0.2821309,1.153508,-0.352143,0,HeadPositionNS
0.2821406,1.153506,-0.35217,0,HeadPositionNS
0.2821456,1.153505,-0.3521941,0,HeadPositionNS
0.2821437,1.153493,-0.3521952,0,HeadPositionNS
0.2821389,1.153484,-0.3521921,0,HeadPositionNS
0.2821434,1.153495,-0.3521938,0,HeadPositionNS
0.2821776,1.153527,-0.3522245,0,HeadPositionNS
0.2821986,1.153542,-0.3522532,0,HeadPositionNS
0.2821928,1.153563,-0.3522878,0,HeadPositionNS
0.282178,1.153568,-0.3523213,0,HeadPositionNS
0.2821559,1.153573,-0.3523413,0,HeadPositionNS
0.2821,1.153572,-0.3523665,0,HeadPositionNS
0.2821272,1.153648,-0.3523757,0,HeadPositionNS
0.2821469,1.153696,-0.3523619,0,HeadPositionNS
0.2821772,1.153714,-0.352345,0,HeadPositionNS
0.2822169,1.15372,-0.3523414,0,HeadPositionNS
0.2822778,1.153682,-0.3523965,0,HeadPositionNS
0.2823333,1.153608,-0.3524458,0,HeadPositionNS
0.2823665,1.15354,-0.3524725,0,HeadPositionNS
0.2823929,1.153494,-0.352494,0,HeadPositionNS
0.2824019,1.153491,-0.3525383,0,HeadPositionNS
0.2823817,1.153507,-0.3525683,0,HeadPositionNS
0.2823437,1.153535,-0.3525567,0,HeadPositionNS
0.2823119,1.153554,-0.3525485,0,HeadPositionNS
0.2822893,1.153573,-0.3525797,0,HeadPositionNS
0.2822618,1.153611,-0.3526219,0,HeadPositionNS
0.2822457,1.153637,-0.3526715,0,HeadPositionNS
0.2822357,1.153684,-0.3527144,0,HeadPositionNS
0.2822413,1.153711,-0.3527528,0,HeadPositionNS
0.2822709,1.153777,-0.3527754,0,HeadPositionNS
0.2823055,1.153817,-0.3527853,0,HeadPositionNS
0.2823648,1.153831,-0.3527724,0,HeadPositionNS
0.2824177,1.153835,-0.3527569,0,HeadPositionNS
0.2824397,1.153829,-0.3527582,0,HeadPositionNS
0.2824632,1.153817,-0.3527548,0,HeadPositionNS
0.2824847,1.153795,-0.3527469,0,HeadPositionNS
0.2825083,1.153763,-0.3527273,0,HeadPositionNS
0.282534,1.153709,-0.3526945,0,HeadPositionNS
0.2825236,1.153679,-0.3526721,0,HeadPositionNS
0.2825146,1.153665,-0.3526503,0,HeadPositionNS
0.2824964,1.153663,-0.3526144,0,HeadPositionNS
0.2824669,1.153688,-0.3525441,0,HeadPositionNS
0.2824401,1.153707,-0.35249,0,HeadPositionNS
0.2824223,1.153709,-0.3524544,0,HeadPositionNS
0.2824151,1.153713,-0.3524168,0,HeadPositionNS
0.2824065,1.153714,-0.3523865,0,HeadPositionNS
0.282414,1.153722,-0.3523548,0,HeadPositionNS
0.2824194,1.153716,-0.3523199,0,HeadPositionNS
0.2824227,1.15372,-0.3523004,0,HeadPositionNS
0.2824143,1.153714,-0.3522815,0,HeadPositionNS
0.2823968,1.153699,-0.3522367,0,HeadPositionNS
0.2823616,1.153675,-0.3521621,0,HeadPositionNS
0.2823208,1.153659,-0.3521116,0,HeadPositionNS
0.2822891,1.153661,-0.3521085,0,HeadPositionNS
0.2822608,1.153661,-0.3520987,0,HeadPositionNS
0.2821819,1.153668,-0.3521172,0,HeadPositionNS
0.2820849,1.153673,-0.352147,0,HeadPositionNS
0.2820058,1.153668,-0.352174,0,HeadPositionNS
0.2819697,1.153665,-0.3521798,0,HeadPositionNS
0.2819491,1.153666,-0.3521957,0,HeadPositionNS
0.2819229,1.153666,-0.3521832,0,HeadPositionNS
0.2819065,1.153683,-0.3521477,0,HeadPositionNS
0.2818881,1.153704,-0.352132,0,HeadPositionNS
0.2818877,1.153721,-0.352148,0,HeadPositionNS
0.2818963,1.153725,-0.3521663,0,HeadPositionNS
0.2819254,1.153693,-0.3521854,0,HeadPositionNS
0.2819458,1.153652,-0.3522092,0,HeadPositionNS
0.2819755,1.153644,-0.3522545,0,HeadPositionNS
0.2820037,1.153662,-0.3522877,0,HeadPositionNS
0.2820441,1.153692,-0.352288,0,HeadPositionNS
0.2820756,1.15371,-0.3523075,0,HeadPositionNS
0.282167,1.153791,-0.3522656,0,HeadPositionNS
0.2822085,1.15384,-0.3523007,0,HeadPositionNS
0.2822673,1.153873,-0.3523507,0,HeadPositionNS
0.28232,1.153853,-0.3523617,0,HeadPositionNS
0.2823544,1.15385,-0.3523656,0,HeadPositionNS
0.2823947,1.153864,-0.3523561,0,HeadPositionNS
0.2824377,1.153902,-0.3523682,0,HeadPositionNS
0.2824658,1.153924,-0.3523833,0,HeadPositionNS
0.2825001,1.153942,-0.3523793,0,HeadPositionNS
0.2825297,1.153961,-0.3523682,0,HeadPositionNS
0.2825629,1.153937,-0.3523731,0,HeadPositionNS
0.2825953,1.153868,-0.3524095,0,HeadPositionNS
0.2826258,1.153798,-0.3524377,0,HeadPositionNS
0.2826669,1.153729,-0.3524818,0,HeadPositionNS
0.2827091,1.153668,-0.3525296,0,HeadPositionNS
0.2827309,1.153631,-0.35256,0,HeadPositionNS
0.2827376,1.1536,-0.3525888,0,HeadPositionNS
0.282745,1.153584,-0.3526174,0,HeadPositionNS
0.2827518,1.153577,-0.3526045,0,HeadPositionNS
0.2827702,1.15359,-0.3525958,0,HeadPositionNS
0.2827725,1.153623,-0.3526256,0,HeadPositionNS
0.2828,1.153639,-0.3526569,0,HeadPositionNS
0.2828192,1.153691,-0.3526827,0,HeadPositionNS
0.2828359,1.153808,-0.3526769,0,HeadPositionNS
0.2828322,1.153887,-0.3526622,0,HeadPositionNS
0.2828478,1.153928,-0.3526633,0,HeadPositionNS
0.2828526,1.153928,-0.3526617,0,HeadPositionNS
0.2828629,1.153917,-0.352634,0,HeadPositionNS
0.2828598,1.153878,-0.3525936,0,HeadPositionNS
0.2828466,1.153851,-0.3525679,0,HeadPositionNS
0.2828486,1.153823,-0.3525473,0,HeadPositionNS
0.2828431,1.153792,-0.3525246,0,HeadPositionNS
0.2828382,1.153756,-0.3524907,0,HeadPositionNS
0.2828366,1.153734,-0.3524541,0,HeadPositionNS
0.2828507,1.153719,-0.3524051,0,HeadPositionNS
0.2828355,1.153704,-0.3523707,0,HeadPositionNS
0.2828311,1.153705,-0.3523282,0,HeadPositionNS
0.2828085,1.153713,-0.3522967,0,HeadPositionNS
0.2827877,1.153721,-0.3522651,0,HeadPositionNS
0.2827673,1.153735,-0.3522448,0,HeadPositionNS
0.2827346,1.153726,-0.3522389,0,HeadPositionNS
0.2826917,1.153711,-0.3522284,0,HeadPositionNS
0.282651,1.153688,-0.3521968,0,HeadPositionNS
0.2826291,1.153666,-0.3521638,0,HeadPositionNS
0.2825953,1.153644,-0.3521387,0,HeadPositionNS
0.2825606,1.153623,-0.3521302,0,HeadPositionNS
0.2825038,1.153625,-0.3521163,0,HeadPositionNS
0.2824414,1.153629,-0.3520794,0,HeadPositionNS
0.2823737,1.153645,-0.3520454,0,HeadPositionNS
0.2823413,1.153644,-0.3520501,0,HeadPositionNS
0.2823348,1.15364,-0.3520466,0,HeadPositionNS
0.2823402,1.153663,-0.3520475,0,HeadPositionNS
0.282378,1.153704,-0.3520399,0,HeadPositionNS
0.2823837,1.15372,-0.352038,0,HeadPositionNS
0.2823984,1.153728,-0.3520404,0,HeadPositionNS
0.2823987,1.153727,-0.3520423,0,HeadPositionNS
0.282408,1.153718,-0.3520325,0,HeadPositionNS
0.2824121,1.15371,-0.3520223,0,HeadPositionNS
0.2824339,1.153684,-0.3520042,0,HeadPositionNS
0.2824364,1.153678,-0.3520137,0,HeadPositionNS
0.2824318,1.153679,-0.3520256,0,HeadPositionNS
0.2824333,1.153682,-0.3520616,0,HeadPositionNS
0.2824195,1.153701,-0.3521108,0,HeadPositionNS
0.2824127,1.153707,-0.352139,0,HeadPositionNS
0.2824085,1.153706,-0.3521616,0,HeadPositionNS
0.2823972,1.153692,-0.3521641,0,HeadPositionNS
0.2824175,1.153735,-0.3521432,0,HeadPositionNS
0.2824449,1.153803,-0.3521264,0,HeadPositionNS
0.2824347,1.153854,-0.3521186,0,HeadPositionNS
0.2824105,1.153875,-0.352129,0,HeadPositionNS
0.2824109,1.153885,-0.3521435,0,HeadPositionNS
0.2824161,1.153888,-0.3522065,0,HeadPositionNS
0.2824371,1.153862,-0.3522873,0,HeadPositionNS
0.2824297,1.153831,-0.3523204,0,HeadPositionNS
0.2824228,1.153791,-0.3523461,0,HeadPositionNS
0.2824201,1.15377,-0.3523542,0,HeadPositionNS
0.2824355,1.153748,-0.3523229,0,HeadPositionNS
0.282427,1.15374,-0.3523207,0,HeadPositionNS
0.2824023,1.153738,-0.3523403,0,HeadPositionNS
0.2823806,1.153751,-0.352363,0,HeadPositionNS
0.2823898,1.153774,-0.3523996,0,HeadPositionNS
0.2824131,1.153808,-0.3524477,0,HeadPositionNS
0.2824148,1.153847,-0.3525056,0,HeadPositionNS
0.2824179,1.153866,-0.352531,0,HeadPositionNS
0.2824158,1.153882,-0.3525621,0,HeadPositionNS
0.2824499,1.153934,-0.3525653,0,HeadPositionNS
0.2824742,1.153986,-0.3525567,0,HeadPositionNS
0.2824845,1.154017,-0.3525465,0,HeadPositionNS
0.2824978,1.154036,-0.3525491,0,HeadPositionNS
0.2825156,1.154043,-0.3525546,0,HeadPositionNS
0.2825387,1.154046,-0.3525506,0,HeadPositionNS
0.2825622,1.154035,-0.3525564,0,HeadPositionNS
0.2826101,1.153973,-0.3525646,0,HeadPositionNS
0.2826307,1.153946,-0.3525777,0,HeadPositionNS
0.2826433,1.153947,-0.3525716,0,HeadPositionNS
0.2826574,1.153965,-0.3525111,0,HeadPositionNS
0.2826702,1.153976,-0.3524679,0,HeadPositionNS
0.2826871,1.153978,-0.3524422,0,HeadPositionNS
0.2827108,1.153995,-0.3524278,0,HeadPositionNS
0.2827314,1.154005,-0.3524111,0,HeadPositionNS
0.2828034,1.154012,-0.3524076,0,HeadPositionNS
0.2828541,1.154011,-0.3524032,0,HeadPositionNS
0.2828635,1.154003,-0.3523875,0,HeadPositionNS
0.2828704,1.153991,-0.3523689,0,HeadPositionNS
0.28287,1.153971,-0.3523507,0,HeadPositionNS
0.2828734,1.153961,-0.3523301,0,HeadPositionNS
0.2828774,1.153949,-0.3523059,0,HeadPositionNS
0.2828517,1.153933,-0.3522934,0,HeadPositionNS
0.2828249,1.153913,-0.3522796,0,HeadPositionNS
0.2827967,1.153903,-0.3522602,0,HeadPositionNS
0.2827651,1.153906,-0.3522381,0,HeadPositionNS
0.2827426,1.153916,-0.352236,0,HeadPositionNS
0.2827369,1.153924,-0.3522368,0,HeadPositionNS
0.2827389,1.153933,-0.3522343,0,HeadPositionNS
0.2827601,1.153948,-0.3522237,0,HeadPositionNS
0.2827845,1.153974,-0.3522155,0,HeadPositionNS
0.2827873,1.153989,-0.3522163,0,HeadPositionNS
0.2827863,1.153999,-0.3522198,0,HeadPositionNS
0.2827739,1.154017,-0.3522441,0,HeadPositionNS
0.2827755,1.154026,-0.3522621,0,HeadPositionNS
0.2827645,1.154025,-0.352286,0,HeadPositionNS
0.2827773,1.154028,-0.3522904,0,HeadPositionNS
0.2827848,1.154029,-0.352303,0,HeadPositionNS
0.2827925,1.154009,-0.3523084,0,HeadPositionNS
0.2828005,1.153927,-0.3523214,0,HeadPositionNS
0.2828094,1.153852,-0.3523235,0,HeadPositionNS
0.282807,1.15383,-0.3523205,0,HeadPositionNS
0.2828198,1.153854,-0.3523155,0,HeadPositionNS
0.2828116,1.153895,-0.3523099,0,HeadPositionNS
0.2828005,1.15392,-0.3523062,0,HeadPositionNS
0.2828172,1.153926,-0.3523071,0,HeadPositionNS
0.2828295,1.153898,-0.3523183,0,HeadPositionNS
0.2828358,1.153858,-0.3523563,0,HeadPositionNS
0.282847,1.153816,-0.3523787,0,HeadPositionNS
0.2828599,1.153772,-0.3523966,0,HeadPositionNS
0.2828514,1.153756,-0.352413,0,HeadPositionNS
0.2828546,1.153745,-0.3524313,0,HeadPositionNS
0.2828483,1.153736,-0.3524477,0,HeadPositionNS
0.2828619,1.153731,-0.3524582,0,HeadPositionNS
0.2828646,1.153723,-0.3524733,0,HeadPositionNS
0.282876,1.153735,-0.3524891,0,HeadPositionNS
0.2828608,1.153771,-0.3525152,0,HeadPositionNS
0.2828549,1.153803,-0.3525336,0,HeadPositionNS
0.2828509,1.153851,-0.3525484,0,HeadPositionNS
0.2828759,1.153857,-0.3525484,0,HeadPositionNS
0.2829281,1.153864,-0.3525619,0,HeadPositionNS
